"filename", "language", "JavaScript", "TypeScript", "JSON with Comments", "Markdown", "JSON", "HTML", "Vue", "XML", "Python", "YAML", "Log", "SQL", "pip requirements", "comment", "blank", "total"
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/common/deps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 28, 6, 61
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/common/logger.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 22, 9, 45
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/common/session.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 14, 24, 95
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/common/sys_redis.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 34, 13, 91
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/common/sys_schedule.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 22, 14, 62
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/core/celery_app.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 12, 5, 20
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/core/config/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 28, 4, 34
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/core/config/development_config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 17, 16, 60
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/core/security.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 33, 10, 66
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/core/server.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 115, 41, 248
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/db/mysql/migrations/20211209-init.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 1, 5, 24
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/dbconfig.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/logic/user_logic.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 10, 31
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/logs/2022-04-05_error.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/logs/2022-04-05_info.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 28
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/logs/2022-04-05_warning.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 31, 10, 49
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/models/users.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 18, 13, 60
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 70
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/router/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 14
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/router/v1_router.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 20, 6, 34
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/schemas/request/sys_api.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 16, 7, 33
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/schemas/request/sys_authority_schema.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 16, 5, 28
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/schemas/request/sys_casbin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 13, 4, 22
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/schemas/request/sys_user_schema.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 18, 23, 72
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/schemas/response/resp.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 14, 11, 64
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/tests/README.md", "Markdown", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/tests/api/v1/test_casbin.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 28, 13, 74
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/tests/api/v1/test_cron.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 13, 8, 45
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/tests/api/v1/test_user.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 31, 9, 61
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/tests/conftest.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 33, 16, 83
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/tests/utils/user.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 12, 4, 28
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/utils/cron_task.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 12, 3, 18
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/pythonServer/server/utils/tools_func.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 25, 6, 45
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/App.vue", "Vue", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 8, 84
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/api/config/cookie.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 28
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/api/requests.ts", "TypeScript", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 117
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/api/user/user.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 28
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/basicComponents/cell/icon/iconCell.vue", "Vue", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 2, 37
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/basicComponents/cell/info/infoCell.vue", "Vue", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/basicComponents/cell/input/inputCell.vue", "Vue", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/basicComponents/cell/table/tableCell.vue", "Vue", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/basicComponents/list/info/infoList.vue", "Vue", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/basicComponents/list/input/inputList.vue", "Vue", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/basicComponents/list/table/tableList.vue", "Vue", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/header/header.vue", "Vue", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 2, 54
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/header/headerConfigtemplate.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 34
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/menu/menu.vue", "Vue", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 3, 30
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/components/menu/menuConfigTemplate.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 7
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/config/pageConfigs/index.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 51
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/config/pageConfigs/taskList/taskListTemplate.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 19
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/config/siteConfig/header/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 12
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/config/siteConfig/menu/index.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 49
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/main.d.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 12
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/main.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 34
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/registerServiceWorker.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 33
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/router/index.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 23
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/shims-tsx.d.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 14
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/shims-vue.d.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 18
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/utils/Login.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 10
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/utils/cellClass.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 13, 85
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/utils/import/vue-file-import.d.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 11
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/utils/index.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 46
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/views/Home.vue", "Vue", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/src/views/customPersonalPreview/Index.vue", "Vue", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/tsconfig.json", "JSON with Comments", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 43
"/Users/chenzhihan/Desktop/github/HomeServer/configforpagedemo/vue.config.js", "JavaScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 50
"Total", "-", 93, 349, 32, 23, 48, 16, 309, 3, 738, 5, 27, 18, 70, 993, 552, 3276
